mesurement id;Destination;avg(min RTT) from LISP-Lab;avg(min RTT) from mPlane;avg(min RTT) from FranceIX;avg(min RTT) from rmd;variance from LISP-Lab;variance from mPlane;variance from FranceIX;variance from rmd
2841058;198.41.209.143;19.027152916666669;11.434499999999998;9.7867605833333347;9.47171138888889;6.1680955061696059;1.8550023435145424;0.11671350540113533;1.8077350814611339
2841060;17.172.224.47;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841062;66.211.169.3;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841064;78.140.191.90;28.428820833333329;19.325722222222222;14.176020833333334;16.274508888888889;7.7484824435139403;2.848916866412285;0.14911582621284333;0.94320586820451446
2841066;94.100.180.200;67.522666111111093;60.654166666666669;55.729395500000003;62.120375138888889;7.3024707939333897;3.4822121760296127;0.14984617163453937;1.6640292109020802
2841068;66.6.41.30;133.09038986111111;85.745083333333326;108.3610399722222;82.777825714285711;63.457108607798332;2.9232768559253657;39.896345248485758;0.89732196482656224
2841070;123.125.116.19;246.59470527777779;336.67094444444444;393.34034366666663;382.95589542857141;42.770282857216884;7.298708534712925;40.522660001708701;16.129276183712577
2841072;134.170.185.46;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841075;185.31.18.193;27.17910652777778;9.1316666666666677;9.9752173055555531;9.2821879166666665;5.3284722421942368;1.8599816904714113;0.091807743281762499;0.29779295526836314
2841077;141.0.174.44;28.793367083333333;13.660388888888887;11.110878944444444;15.96411557142857;10.183591616961051;2.8797551716709244;2.9390767556220112;4.4755317255556788
2841079;207.171.166.22;106.01882569444444;177.41555555555558;-1.0;91.813928428571444;7.1793352826754289;3.0237791700347074;0.0;3.7461108305259683
2841081;54.204.43.31;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841083;111.202.12.1;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841085;54.149.140.74;175.74497513888889;152.13888888888889;169.70205494444446;172.87337085714287;31.09463422066549;1.8433028897090893;0.21380604597507638;5.2491541007355913
2841087;178.236.7.219;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841089;106.120.167.66;313.64089805555551;392.51755555555559;374.43475811111114;225.735141;63.501924384367001;43.280297449329865;29.805485400312328;38.9783263117817
2841091;198.11.132.23;165.82278680555558;159.81030555555557;153.4445881111111;157.12943347222225;40.610371465139487;2.421525286300219;0.095088708192162197;1.4208268416253538
2841093;199.181.131.249;155.83755722222222;138.26952777777777;152.21455125;144.35773999999998;4.3205513317266977;2.5169892451775588;0.12039803368396594;0.19033941801048723
2841095;198.252.206.16;84.471889999999988;87.211972222222229;72.886431083333335;77.856747285714277;15.185184730993791;1.3889675319401631;0.097843877289388315;4.914725863752051
2841097;217.20.147.94;72.970655138888901;56.713333333333338;52.854351138888887;73.214991805555556;4.1970824082505827;2.6879047705518802;0.13690466786075695;26.074192171797513
2841099;208.82.238.129;166.09974305555556;157.01141666666666;150.31518644444449;153.63128180555555;3.1218923521435844;2.5820311812279364;0.14207048686234069;0.1866047715172085
