mesurement id;Destination;avg(min RTT) from LISP-Lab;avg(min RTT) from mPlane;avg(min RTT) from FranceIX;avg(min RTT) from rmd;variace from LISP-Lab;variace from mPlane;variace from FranceIX;variace from rmd
2841058;198.41.209.143;19.027152916666669;11.434499999999998;9.7867605833333347;9.47171138888889;6.0841719289020499;1.8297630403371317;0.11512549255682998;1.7831389002514679
2841060;17.172.224.47;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841062;66.211.169.3;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841064;78.140.191.90;28.428820833333329;19.325722222222222;14.176020833333334;16.274508888888889;7.6430560012021918;2.8101542865319891;0.14708694492355859;0.93037253731975489
2841066;94.100.180.200;67.522666111111093;60.654166666666669;55.729395500000003;62.120375138888889;7.2031128200975862;3.4348329319299173;0.14780735320981819;1.6413883027130087
2841068;66.6.41.30;133.09038986111111;85.745083333333326;108.3610399722222;82.777825714285711;62.593706354688706;2.883502528363914;39.353512536215767;0.88477138917360831
2841070;123.125.116.19;246.59470527777779;336.67094444444444;393.34034366666663;382.95589542857141;42.188347130940834;7.1994017504626378;39.971305603201309;15.903680791082017
2841072;134.170.185.46;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841075;185.31.18.193;27.17910652777778;9.1316666666666677;9.9752173055555531;9.2821879166666665;5.2559726430086346;1.8346746379200394;0.090558600133871847;0.29374116163673075
2841077;141.0.174.44;28.793367083333333;13.660388888888887;11.110878944444444;15.96411557142857;10.045032893758338;2.8405730034603915;2.8990874534218425;4.4129337933634813
2841079;207.171.166.22;106.01882569444444;177.41555555555558;-1.0;91.813928428571444;7.0816526999847689;2.9826374003324378;0.0;3.6937150916208652
2841081;54.204.43.31;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841083;111.202.12.1;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841085;54.149.140.74;175.74497513888889;152.13888888888889;169.70205494444446;172.87337085714287;30.671558259047487;1.8182227701912779;0.21089698462839132;5.1757357422893797
2841087;178.236.7.219;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0
2841089;106.120.167.66;313.64089805555551;392.51755555555559;374.43475811111114;225.735141;62.637912364387859;42.691422425666808;29.399949695735749;38.433148045365257
2841091;198.11.132.23;165.82278680555558;159.81030555555557;153.4445881111111;157.12943347222225;40.057823657779863;2.3885778288124282;0.093794923985796572;1.4014949633968645
2841093;199.181.131.249;155.83755722222222;138.26952777777777;152.21455125;144.35773999999998;4.2617655812200912;2.4827428977939983;0.11875988886720176;0.18767719713646508
2841095;198.252.206.16;84.471889999999988;87.211972222222229;72.886431083333335;77.856747285714277;14.978573950920921;1.3700691339059059;0.096512606042430518;4.8459850536700513
2841097;217.20.147.94;72.970655138888901;56.713333333333338;52.854351138888887;73.214991805555556;4.1399765853211559;2.651332933511807;0.13504193252210842;25.719424727092715
2841099;208.82.238.129;166.09974305555556;157.01141666666666;150.31518644444449;153.63128180555555;3.0794156470124707;2.546899868308369;0.14013746499688726;0.18406581278265996
